request_id,timestamp,prompt_id,model_id,gpu_id,p_tokens,running_req_count,waiting_req_count,kv_cache_usage_perc,ttft_avg,itl_avg,e2e_avg,ttft_s,tpot_s_per_token,latency_s,d_tokens,pattern_type,arrival_rate
64ca3480-60f7-456f-8d78-bf18a6621dcd,2025-11-11T12:34:15.843795,2,Qwen/Qwen1.5-0.5B,NVIDIA GeForce RTX 3090,6,0.0,0.0,0.0,0.0,0.0,0.0,0.09177827835083008,0.005650320223399571,0.40819621086120605,56,poisson,12.0
267d4e54-c551-4879-a9fe-b658a987be37,2025-11-11T12:34:16.397627,13,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,12,2.0,0.0,0.0016845329249617347,0.022235631942749023,0.011511221206525252,0.0,0.04270768165588379,0.03192169666290283,0.3619246482849121,10,poisson,12.0
79fed4f8-55e2-4857-9fa6-91ff7be484fc,2025-11-11T12:34:17.529375,4,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,5,0.0,0.0,0.0,0.0,0.0,0.0,0.04360318183898926,0.016557699594742212,1.9808540344238281,117,poisson,12.0
4486a679-d6ff-44c3-9461-b0f0e10cd70d,2025-11-11T12:34:18.043232,14,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,1137,2.0,0.0,0.0016845329249617347,0.022235631942749023,0.011511221206525252,0.0,0.2002410888671875,0.018052462375525272,1.9874348640441895,99,poisson,12.0
8cf86012-b938-41d6-9da8-061326633492,2025-11-11T12:34:18.159656,19,Qwen/Qwen2.5-0.5B-Instruct-AWQ,NVIDIA GeForce RTX 3090,10,4.0,0.0,0.02666638910862229,0.0,0.009015024697873741,0.0,0.056130170822143555,0.00948678759428171,1.0427560806274414,104,poisson,12.0
b7e6c676-3719-4dda-966a-69085ac028ec,2025-11-11T12:34:18.252823,0,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,30,0.0,0.0,0.0,0.0,0.0,0.0,0.2798638343811035,0.01687217499158397,2.996284008026123,161,poisson,12.0
a36dabca-0038-432c-83d6-70b8cdd9e332,2025-11-11T12:34:18.746780,18,Qwen/Qwen2.5-0.5B-Instruct-AWQ,NVIDIA GeForce RTX 3090,9,4.0,0.0,0.02666638910862229,0.0,0.009015024697873741,0.0,0.056571006774902344,0.009509315267640945,1.682663917541504,171,poisson,12.0
bc48d335-5bb5-4172-8646-35e6974b7c49,2025-11-11T12:34:18.798159,6,Qwen/Qwen2.5-0.5B-Instruct-AWQ,NVIDIA GeForce RTX 3090,4712,0.0,0.0,0.0,0.0,0.0,0.0,0.8207809925079346,0.009566535911406857,3.202848434448242,249,poisson,12.0
1820826e-d88a-4705-9763-dc5f9fd09bc7,2025-11-11T12:34:18.924174,15,Qwen/Qwen2.5-0.5B-Instruct-AWQ,NVIDIA GeForce RTX 3090,10,1.0,2.0,0.013343602980973368,0.0,0.0,0.0,0.18098163604736328,0.009391523925552654,2.688518524169922,267,poisson,12.0
d0a97cdc-e96a-45d6-886f-1503c2018b3d,2025-11-11T12:34:19.217566,10,Qwen/Qwen1.5-0.5B-Chat-GPTQ-Int4,NVIDIA GeForce RTX 3090,10,1.0,0.0,0.0011207621182404148,0.00713038444519043,0.003210092293253789,0.0,0.02460932731628418,0.01893618955450543,3.376314878463745,177,poisson,12.0
49b0dae2-1329-4963-8ede-8807746e8f4d,2025-11-11T12:34:19.379282,7,Qwen/Qwen2.5-0.5B-Instruct-AWQ,NVIDIA GeForce RTX 3090,7,0.0,0.0,0.0,0.0,0.0,0.0,0.8122587203979492,0.009290861111823295,3.77604341506958,319,poisson,12.0
bf07e308-c0b0-41a7-8521-c66cebb637a7,2025-11-11T12:34:19.973638,1,Qwen/Qwen2.5-0.5B-Instruct-AWQ,NVIDIA GeForce RTX 3090,9946,0.0,0.0,0.0,0.0,0.0,0.0,0.7505102157592773,0.010167689005533853,4.563393592834473,375,poisson,12.0
25d087bf-b1c9-4f49-906a-4c100c125dc0,2025-11-11T12:34:20.026827,5,Qwen/Qwen1.5-0.5B-Chat-GPTQ-Int4,NVIDIA GeForce RTX 3090,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0338292121887207,0.01722045987844467,4.442266941070557,256,poisson,12.0
eb0e9bb5-5834-489c-9755-04f5e9d78753,2025-11-11T12:36:15.287752,0,Qwen/Qwen2.5-0.5B-Instruct-AWQ,NVIDIA GeForce RTX 3090,30,0.0,0.0,0.0,0.17307768616021849,0.008045924743217168,1.9663278869554108,0.3683159351348877,0.0028885336483226104,0.6138412952423096,85,poisson,2.0
a1f17979-eff1-434b-baa5-fadc176598af,2025-11-11T12:36:17.902507,5,Qwen/Qwen2.5-0.5B-Instruct-AWQ,NVIDIA GeForce RTX 3090,14,0.0,0.0,0.0,0.0,0.0,0.0,0.02118206024169922,0.003334456995913857,0.3379554748535156,95,poisson,2.0
a7f2d981-4a1a-4b68-881b-4b99bbdbc9f2,2025-11-11T12:36:18.122414,6,Qwen/Qwen2.5-0.5B-Instruct-AWQ,NVIDIA GeForce RTX 3090,4712,0.0,0.0,0.0,0.0,0.0,0.0,0.04656338691711426,0.0032390732514230827,0.5389025211334229,152,poisson,2.0
4884d642-835a-4b1c-9fbc-6adc86691294,2025-11-11T12:36:19.056278,8,Qwen/Qwen2.5-0.5B-Instruct-AWQ,NVIDIA GeForce RTX 3090,9,0.0,0.0,0.0,0.0,0.002802169238052824,0.5045888423919678,0.028684616088867188,0.0030204479140464708,0.3277089595794678,99,poisson,2.0
72a1f594-7f63-45e0-979b-4f16f42960db,2025-11-11T12:36:19.305990,7,Qwen/Qwen2.5-0.5B-Instruct-AWQ,NVIDIA GeForce RTX 3090,7,0.0,0.0,0.0,0.0,0.002802169238052824,0.5045888423919678,0.028429508209228516,0.002944221015737838,0.729154109954834,238,poisson,2.0
eb79f702-af7d-4c3a-ab80-d505025f386f,2025-11-11T12:36:19.840523,10,Qwen/Qwen2.5-0.5B-Instruct-AWQ,NVIDIA GeForce RTX 3090,10,0.0,0.0,0.0,0.0,0.0027164825666192416,0.7069156169891357,0.026340961456298828,0.002932304217491621,0.2638576030731201,81,poisson,2.0
f0c8f843-466c-4085-9a3f-d1f8e6963b27,2025-11-11T12:36:20.848404,13,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,12,4.0,0.0,0.1485451761102603,0.0,0.017140122418779703,0.0,0.07232880592346191,0.018326065757057884,0.27391552925109863,11,poisson,2.0
dc3ca1b5-b899-4368-9075-59c5891b7fe7,2025-11-11T12:36:21.030995,14,Qwen/Qwen2.5-0.5B-Instruct-AWQ,NVIDIA GeForce RTX 3090,1137,0.0,0.0,0.0,0.0,0.0,0.0,0.03288602828979492,0.0028201440970102945,0.10056948661804199,24,poisson,2.0
c40c4ff4-3bf2-4919-b04f-7644eb0681a8,2025-11-11T12:36:21.633201,9,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,9610,2.0,0.0,0.0033690658499234694,0.0,0.015316872952759943,0.0,0.11067342758178711,0.01951953172683716,2.062626600265503,100,poisson,2.0
62cb245b-7a80-45b0-80a4-4986740264d2,2025-11-11T12:36:21.736606,4,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,5,1.0,0.0,0.000612557427258853,0.013586997985839844,0.015135292455347048,0.0,0.04270529747009277,0.016960700981230602,4.3337626457214355,253,poisson,2.0
3bac2982-bd9f-4aa9-9361-63ea3f44141c,2025-11-11T12:36:22.837258,16,Qwen/Qwen2.5-0.5B-Instruct-AWQ,NVIDIA GeForce RTX 3090,7,0.0,0.0,0.0,0.0,0.0,0.0,0.027141571044921875,0.0029222860174663995,0.8892159461975098,295,poisson,2.0
d66ba573-4057-41bf-a3c0-c3cf0ccab530,2025-11-11T12:36:23.539672,18,Qwen/Qwen2.5-0.5B-Instruct-AWQ,NVIDIA GeForce RTX 3090,9,0.0,0.0,0.0,0.0,0.0027380245581018524,0.8683452606201172,0.020808696746826172,0.0029166035030199133,0.3562180995941162,115,poisson,2.0
adcdca50-86ae-49f4-a57a-1c52864c4bd8,2025-11-11T12:36:23.598575,3,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,12,0.0,0.0,0.0,0.0,0.0,0.0,0.03442192077636719,0.017384323177285676,6.41446852684021,367,poisson,2.0
5883c75e-a1da-402b-b6ae-cbf0288772e3,2025-11-11T12:36:24.549610,12,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,10588,4.0,0.0,0.1485451761102603,0.0,0.017140122418779703,0.0,0.12283635139465332,0.017879208827989674,4.074141502380371,221,poisson,2.0
f3ac4a73-7a83-4d03-af02-db2c3fa6005b,2025-11-11T12:36:24.816572,11,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,10,3.0,0.0,0.14686064318529857,0.05236244201660156,0.017154676001518966,0.0,0.08324480056762695,0.01756641949926104,5.001842260360718,280,poisson,2.0
a7adf2ed-02f9-4d6e-9a02-38f5242e76a7,2025-11-11T12:36:24.955921,2,Qwen/Qwen1.5-0.5B,NVIDIA GeForce RTX 3090,6,1.0,0.0,0.17322673226732266,0.0,0.009062936026099566,0.0,0.022922515869140625,0.017412400713153912,8.015214443206787,459,poisson,2.0
dd021ae9-64c3-41cc-9fe7-19c8750abbcc,2025-11-11T12:36:27.358885,19,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,10,2.0,0.0,0.15712098009188358,0.0,0.016685771523043513,0.0,0.08076047897338867,0.01544658925520812,3.0310590267181396,191,poisson,2.0
ee68613a-bbde-4056-9ceb-1b8930d60c7f,2025-11-11T12:36:27.663970,17,Qwen/Qwen1.5-0.5B,NVIDIA GeForce RTX 3090,11,3.0,0.0,0.18265682656826565,0.0,0.017709462744134822,0.0,0.032553672790527344,0.01612326235011004,5.595079183578491,345,poisson,2.0
e24bd185-f024-4376-9e0a-eb54e79cbc72,2025-11-11T12:36:29.813082,1,Qwen/Qwen1.5-0.5B,NVIDIA GeForce RTX 3090,9946,0.0,0.0,0.0,0.0,0.0,0.0,0.07644891738891602,0.01367880290268452,14.056185483932495,1022,poisson,2.0
70cfcf26-f167-4b52-bbd1-39e213e98e1a,2025-11-11T12:36:30.678194,15,Qwen/Qwen1.5-0.5B,NVIDIA GeForce RTX 3090,10,2.0,0.0,0.18081180811808117,0.0,0.018223964633714212,0.0,0.04322361946105957,0.00993202320341145,9.270073175430298,929,poisson,2.0
9197821b-7980-40a4-bc9b-58b9439ec489,2025-11-11T12:36:35.100040,8,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,9,2.0,0.0,0.0022970903522204766,0.018468856811523438,0.00668892501717777,0.0,0.041710853576660156,0.010755879538399833,0.11700201034545898,7,poisson,5.0
10d25a0d-fa07-4001-89f7-f4c8876f27c0,2025-11-11T12:36:35.544575,0,Qwen/Qwen1.5-0.5B-Chat-GPTQ-Int4,NVIDIA GeForce RTX 3090,30,0.0,0.0,0.0,0.0,0.0,0.0,0.2873988151550293,0.012946018150874547,1.7373528480529785,112,poisson,5.0
68f67307-9dc8-4ce9-93e9-96d5f31beed0,2025-11-11T12:36:35.572819,6,Qwen/Qwen1.5-0.5B-Chat-GPTQ-Int4,NVIDIA GeForce RTX 3090,4712,4.0,0.0,0.23816195012608576,0.2082129716873169,0.052773832704406234,0.0,0.20430970191955566,0.00974694016861589,0.9158363342285156,73,poisson,5.0
062b7711-d640-41cf-a771-93c7e668381c,2025-11-11T12:36:35.677289,5,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,14,1.0,0.0,0.00045941807044413974,0.009539365768432617,0.006091653020121157,0.0,0.032002925872802734,0.009729602472568915,1.2287440299987793,123,poisson,5.0
7d1e47ef-326b-498b-9d02-859170dd7dba,2025-11-11T12:36:35.889506,1,Qwen/Qwen1.5-0.5B-Chat-GPTQ-Int4,NVIDIA GeForce RTX 3090,9946,0.0,0.0,0.0,0.0,0.0,0.0,0.5172226428985596,0.01062490903969967,1.919710636138916,132,poisson,5.0
bcebf253-c133-4996-9800-a25ee603fac5,2025-11-11T12:36:36.083636,2,Qwen/Qwen1.5-0.5B-Chat-GPTQ-Int4,NVIDIA GeForce RTX 3090,6,0.0,0.0,0.0,0.0,0.0,0.0,0.1874682903289795,0.009713766550776935,2.1107940673828125,198,poisson,5.0
b999b567-8de3-43b0-ad60-c6c8b778d43f,2025-11-11T12:36:36.195628,3,Qwen/Qwen1.5-0.5B-Chat-GPTQ-Int4,NVIDIA GeForce RTX 3090,12,0.0,0.0,0.0,0.0,0.0,0.0,0.09009385108947754,0.00795709364341967,2.1907665729522705,264,poisson,5.0
793e08f6-716c-4f8f-b566-b300ed292b1c,2025-11-11T12:36:36.680036,4,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,5,0.0,0.0,0.0,0.0,0.0,0.0,0.03162264823913574,0.010172201527489556,2.595017433166504,252,poisson,5.0
027e2a2f-24d3-4ec8-8684-55f856b9822c,2025-11-11T12:36:37.246675,9,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,9610,2.0,0.0,0.003062787136294043,0.019607067108154297,0.010473658592274336,0.09379148483276367,0.11556386947631836,0.014846699312329292,2.0159413814544678,128,poisson,5.0
e32697cc-5b5e-4efa-82e0-189031bb0737,2025-11-11T12:36:37.381379,11,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,10,3.0,0.0,0.1460949464012251,0.04838991165161133,0.014135340091717593,1.2123844623565674,0.06487035751342773,0.013613923903434508,1.330965280532837,93,poisson,5.0
