request_id,timestamp,prompt_id,model_id,gpu_id,p_tokens,running_req_count,waiting_req_count,kv_cache_usage_perc,ttft_avg,itl_avg,e2e_avg,ttft_s,tpot_s_per_token,latency_s,slo_flag,d_tokens
93f867f7-f004-4c26-8adf-48fb2beec97c,2025-11-06T13:28:23.335673,unified_chip2/9347,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,10,15.0,0.0,0.012338593974175027,0.015436947345733643,0.007498623832150875,0.0,0.13011455535888672,0.01560678482055664,0.2861824035644531,0,10
253498cc-587c-4e49-8b7f-0aa28cb6d6e6,2025-11-06T13:28:23.337910,itwgpt4/39594,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,8,0.0,0.0,0.0,0.0,0.0,0.0,0.2306818962097168,0.009055319085585333,1.2539329528808594,0,113
142f12f1-180e-4075-981f-6cc3a2014b84,2025-11-06T13:28:23.426694,unified_chip2/124975,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,4,0.0,0.0,0.0,0.0,0.0,0.0,0.2150280475616455,0.008551597595214844,1.3267357349395752,0,130
d7d29d46-ce21-4029-8417-3bd65ca8bcb5,2025-11-06T13:28:23.559472,unified_chip2/26842,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,13,0.0,0.0,0.0,0.0,0.0,0.0,0.13363909721374512,0.00880886138753688,1.3756885528564453,0,141
086d6a7b-5a54-4887-acde-9a2ddb6d40bf,2025-11-06T13:28:23.632636,unified_chip2/36078,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,6,15.0,0.0,0.012338593974175027,0.015436947345733643,0.007498623832150875,0.0,0.17357230186462402,0.006647478450428356,0.31981682777404785,0,22
e4ed4eed-6e26-4dd5-b119-906947f10736,2025-11-06T13:28:23.795264,unified_chip2/138502,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,6,0.0,0.0,0.0,0.0,0.0,0.0,0.2613394260406494,0.00892136757632336,1.7422864437103271,0,166
b59ffda6-d386-4021-be2c-6450e439dd7f,2025-11-06T13:28:23.886418,unified_chip2/159912,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,11,11.0,0.0,0.006169296987087569,0.08372571468353271,0.009074162557543375,0.0,0.04399561882019043,0.008222330260921168,1.2609004974365234,0,148
69928b82-f3b4-4aa4-9e78-d89b13cb6d5e,2025-11-06T13:28:24.140503,unified_chip2/80840,Qwen/Qwen1.5-0.5B,NVIDIA GeForce RTX 3090,7,4.0,0.0,0.003988953666768991,0.09787094593048096,0.006903516316714768,0.0,0.029553890228271484,0.008870475356643264,1.6705918312072754,0,185
9a74855b-87ac-4cc8-b9fb-10ab04d3b375,2025-11-06T13:28:24.151562,unified_chip2/44714,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,44,15.0,0.0,0.012338593974175027,0.015436947345733643,0.007498623832150875,0.0,0.3479626178741455,0.008905242866193744,0.9802348613739014,0,71
fd7f45cc-72ed-4ddf-9be5-8acb182e3ca5,2025-11-06T13:28:24.304342,itwgpt4/14357,Qwen/Qwen1.5-0.5B,NVIDIA GeForce RTX 3090,17,0.0,0.0,0.0,0.0,0.0,0.0,0.041097402572631836,0.008174767474081948,1.9785172939300537,0,237
17001304-46ba-453f-9d0d-11f376905665,2025-11-06T13:28:24.479345,itwgpt4/46667,Qwen/Qwen1.5-0.5B,NVIDIA GeForce RTX 3090,13,0.0,0.0,0.0,0.0,0.0,0.0,0.17151308059692383,0.008277494191216879,2.348494052886963,0,263
f4dfe620-a504-488e-9cde-c3beb7f93bfb,2025-11-06T13:28:24.539230,unified_chip2/165459,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,7,11.0,0.0,0.006169296987087569,0.08372571468353271,0.009074162557543375,0.0,0.0455622673034668,0.008683993266179012,1.9647247791290283,0,221
0a79d1c2-870e-4294-9f8b-ae4baefe6655,2025-11-06T13:28:24.649042,unified_chip2/87761,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,21,1.0,0.0,0.00043041606886662365,0.10494351387023926,0.0,0.0,0.03563523292541504,0.008390852513204095,2.2340385913848877,0,262
743578c0-f5e4-49b9-a389-a4b91b6d0929,2025-11-06T13:28:24.665033,unified_chip2/62554,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,7,11.0,0.0,0.006169296987087569,0.08372571468353271,0.009074162557543375,0.0,0.04642605781555176,0.009113000557485935,2.105964183807373,0,226
6d91f967-0c82-405f-8b8b-e9da04cf3b2e,2025-11-06T13:28:24.947586,unified_chip2/84465,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,17,0.0,0.0,0.0,0.0,0.0,0.0,0.03963422775268555,0.008602142333984375,2.6718897819519043,0,306
0eb4d58f-9cd1-4622-8cc2-b351d5c95930,2025-11-06T13:28:25.178410,itwgpt4/707,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,12,11.0,0.0,0.006169296987087569,0.08372571468353271,0.009074162557543375,0.0,0.1189124584197998,0.009818789062150028,2.259408473968506,0,218
932bd4b2-0c6c-4e57-b25b-5cf0153351d1,2025-11-06T13:28:25.395426,unified_chip2/104933,Qwen/Qwen1.5-0.5B,NVIDIA GeForce RTX 3090,64,14.0,0.0,0.030377416385394262,0.011747479438781738,0.007117381868372964,0.0,0.20590710639953613,0.009131693401219654,1.6943731307983398,0,163
61aadefc-e146-4a81-b78d-64fe01920584,2025-11-06T13:28:25.428166,dolly_15k/classification/1817,Qwen/Qwen1.5-0.5B,NVIDIA GeForce RTX 3090,17,16.0,0.0,0.0564590365142682,0.012465715408325195,0.007447267473280583,0.0,0.394512414932251,0.009683560299616988,1.2950835227966309,0,93
f041900b-c143-4cb8-8ac7-7493a77abe62,2025-11-06T13:28:25.455120,unified_chip2/123944,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,20,0.0,0.0,0.0,0.0,0.0,0.0,0.28327178955078125,0.008748424715465969,3.4327046871185303,0,360
529eeb39-4532-4a0e-90f2-88b2da634114,2025-11-06T13:28:25.597536,unified_chip2/36818,Qwen/Qwen1.5-0.5B,NVIDIA GeForce RTX 3090,26,0.0,0.0,0.0,0.0,0.0,0.0,0.2804858684539795,0.008340432372274277,3.5749566555023193,0,395
