request_id,timestamp,prompt_id,model_id,gpu_id,p_tokens,running_req_count,waiting_req_count,kv_cache_usage_perc,ttft_avg,itl_avg,e2e_avg,ttft_s,tpot_s_per_token,latency_s,slo_flag,d_tokens
68f2d26a-1806-4bf7-90e3-f3d96495eada,2025-11-06T11:10:09.308312,unified_chip2/123944,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,20,0.0,0.0,0.0,0.018248466596211474,0.003932741732069257,0.7455122209575078,0.25241518020629883,0.00405487225901696,1.2580235004425049,0,248
d2f17a01-b3f6-4f1e-b79a-c2d5ddc5926e,2025-11-06T11:10:09.955581,unified_chip2/36818,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,26,0.0,0.0,0.0,0.018248466596211474,0.003932741732069257,0.7455122209575078,0.01656651496887207,0.0038920979440948108,0.6470863819122314,0,162
72157646-ac3f-46f1-a6bb-c435244cda0c,2025-11-06T11:10:10.567131,unified_chip2/57496,Qwen/Qwen1.5-0.5B,NVIDIA GeForce RTX 3090,10,0.0,0.0,0.0,0.005858823657035828,0.0023393743827886727,0.5559785415728887,0.018284320831298828,0.002440600728792418,0.6113502979278564,0,243
46b46c64-4acf-4c89-8af0-ba28683467a5,2025-11-06T11:10:11.119585,unified_chip2/138502,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,6,0.0,0.0,0.0,0.018248466596211474,0.003932741732069257,0.7455122209575078,0.01806807518005371,0.004046958504301129,0.5522665977478027,0,132
bda5e527-e046-4111-bc67-00dd3c22bc24,2025-11-06T11:10:11.385673,itwgpt4/39594,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,8,0.0,0.0,0.0,0.018248466596211474,0.003932741732069257,0.7455122209575078,0.017145156860351562,0.0038868673145771027,0.26590466499328613,0,64
e23896ce-fe59-4e3b-b944-3f196eeb4348,2025-11-06T11:10:12.220010,unified_chip2/163360,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,15,0.0,0.0,0.0,0.018248466596211474,0.003932741732069257,0.7455122209575078,0.022793054580688477,0.0038636343819754464,0.8341562747955322,0,210
88141306-f870-4e7b-9f51-3d929e18171c,2025-11-06T11:10:13.234195,unified_chip2/124975,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,4,0.0,0.0,0.0,0.03416997194290161,0.003920718567697542,0.6398599743843079,0.0166623592376709,0.004104306177837858,1.0140087604522705,0,243
0703c11c-fcfe-4249-91ad-d45900666e72,2025-11-06T11:10:13.572870,itwgpt4/46667,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,13,0.0,0.0,0.0,0.03416997194290161,0.003920718567697542,0.6398599743843079,0.01746368408203125,0.0041157251749283225,0.33849024772644043,0,78
97ae062d-35c1-4d8a-b90c-ff9a41c45ca8,2025-11-06T11:10:14.193335,unified_chip2/111844,Qwen/Qwen1.5-0.5B,NVIDIA GeForce RTX 3090,14,0.0,0.0,0.0,0.007800102233886719,0.0023252811684620145,0.6006078720092773,0.015314579010009766,0.0023631667718291283,0.6202852725982666,0,256
7fb3ef46-b949-48f4-9a46-129160415441,2025-11-06T11:10:15.208477,unified_chip2/26842,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,13,0.0,0.0,0.0,0.03416997194290161,0.003920718567697542,0.6398599743843079,0.018715620040893555,0.00418588994931774,1.0149574279785156,0,238
908df0ed-c572-4be8-97ee-df85ad0e7a80,2025-11-06T11:10:16.229961,unified_chip2/123874,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,15,0.0,0.0,0.0,0.03416997194290161,0.003920718567697542,0.6398599743843079,0.016770601272583008,0.004116964144784896,1.0213098526000977,0,244
9552bddd-930e-40c7-b619-5aff453d8584,2025-11-06T11:10:16.452247,itwgpt4/36587,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,21,0.0,0.0,0.0,0.03416997194290161,0.003920718567697542,0.6398599743843079,0.017093896865844727,0.003942549228668213,0.2221064567565918,0,52
40ce16d3-9c53-4c6d-ae58-f70d7be2d6a6,2025-11-06T11:10:17.232673,unified_chip2/84465,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,17,1.0,0.0,0.0008608321377331363,0.007194240887959798,0.003914124931120977,0.8335886478424073,0.01625990867614746,0.004063755907910935,0.7802460193634033,0,188
7c032f6d-fe04-4fd4-b1f3-8975161a5aa9,2025-11-06T11:10:17.288463,itwgpt4/14357,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,17,1.0,0.0,0.0008608321377331363,0.007194240887959798,0.003914124931120977,0.8335886478424073,0.016174793243408203,0.003943896293640137,0.05561375617980957,0,10
ee7f1a57-24b2-4fb7-8956-63ee6dbcdd99,2025-11-06T11:10:18.305432,unified_chip2/65539,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,59,1.0,0.0,0.0008608321377331363,0.007194240887959798,0.003914124931120977,0.8335886478424073,0.017701387405395508,0.004078033992222377,1.016819715499878,0,245
4df5c5ae-82fe-42a0-8205-e09ee6bad259,2025-11-06T11:10:18.408584,itwgpt4/12010,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,31,1.0,0.0,0.0008608321377331363,0.007194240887959798,0.003914124931120977,0.8335886478424073,0.01724720001220703,0.0038966590707952328,0.10297369956970215,0,22
fa785b74-df48-4acc-8c0f-24904b0a4e68,2025-11-06T11:10:19.010389,unified_chip2/64221,Qwen/Qwen1.5-0.5B,NVIDIA GeForce RTX 3090,9,0.0,0.0,0.0,0.0049703121185302734,0.0023724106350438852,0.609830379486084,0.016195297241210938,0.0027615574170958323,0.6016454696655273,0,212
11b30edb-1528-452c-8896-c4f39dabffcd,2025-11-06T11:10:20.031122,unified_chip2/87761,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,21,1.0,0.0,0.0008608321377331363,0.007194240887959798,0.003914124931120977,0.8335886478424073,0.01877307891845703,0.003991123214660888,1.0205450057983398,0,251
eb53e19a-1153-4ddb-bba5-763af7c5f3c7,2025-11-06T11:10:20.606271,unified_chip2/80840,Qwen/Qwen1.5-0.5B,NVIDIA GeForce RTX 3090,7,0.0,0.0,0.0,0.0049703121185302734,0.0023724106350438852,0.609830379486084,0.015719890594482422,0.0023205725483874565,0.5749778747558594,0,241
504841fb-ea26-413d-8832-0517da9fa12c,2025-11-06T11:10:21.207651,itwgpt4/38922,Qwen/Qwen1.5-0.5B,NVIDIA GeForce RTX 3090,25,0.0,0.0,0.0,0.0049703121185302734,0.0023724106350438852,0.609830379486084,0.014210224151611328,0.0023200860607765408,0.6011919975280762,0,253
ccb69a5b-8104-4389-817f-7fdb4b609fbc,2025-11-06T11:10:21.301510,itwgpt4/241,TinyLlama/TinyLlama-1.1B-Chat-v1.0,NVIDIA GeForce RTX 3090,8,1.0,0.0,0.0008608321377331363,0.007194240887959798,0.003914124931120977,0.8335886478424073,0.01832413673400879,0.003966858512476871,0.09369444847106934,0,19
