request_id,timestamp,prompt_id,model_id,gpu_id,p_tokens,running_req_count,waiting_req_count,kv_cache_usage_perc,ttft_avg,itl_avg,e2e_avg,ttft_s,tpot_s_per_token,latency_s,d_tokens
53e232ad-2163-4315-b5de-469cfba57e69,2025-11-11T00:18:58.771124,34,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,7,5.0,0.0,0.0022587931590836163,0.031016111373901367,0.015870527095264857,0.0,0.11990666389465332,0.12105679512023926,2.29892897605896,18
b5b8276e-be93-4c15-8805-493cb629ed14,2025-11-11T00:18:59.098244,8,Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 3090,9,0.0,0.0,0.0,0.0,0.0,0.0,1.1317873001098633,0.2358405590057373,3.4901928901672363,10
2753e998-5c79-46e6-8402-d57de860938e,2025-11-11T00:18:59.104624,13,Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 3090,12,0.0,0.0,0.0,0.0,0.0,0.0,0.9863255023956299,0.2366584062576294,3.352909564971924,10
ba9cdcec-3ad0-410f-8567-fea44d8a41b8,2025-11-11T00:18:59.248632,7,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,7,0.0,0.0,0.0,0.0,0.0,0.0,0.03270888328552246,0.05232951260995174,3.6434452533721924,69
d6c86647-3faa-409c-a495-5def7ae0815b,2025-11-11T00:18:59.607145,27,Qwen/Qwen1.5-0.5B,NVIDIA GeForce RTX 3090,8,9.0,0.0,0.34529285495246853,0.039716362953186035,0.01710764230059188,0.0,0.5664792060852051,0.043191634118556976,3.3307437896728516,64
2ddc140e-5715-4b0c-8962-af619df8d72f,2025-11-11T00:19:01.544825,44,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,19,5.0,0.0,0.0022587931590836163,0.031016111373901367,0.015870527095264857,0.0,1.6254632472991943,0.2675049503644307,4.835522651672363,12
60983507-8e64-4b63-8138-cd98836f2ea9,2025-11-11T00:19:01.565559,18,Qwen/Qwen1.5-0.5B,NVIDIA GeForce RTX 3090,9,3.0,0.0,0.003373198405397071,0.013308445612589518,0.005951779601164162,0.0,0.04760932922363281,0.03545507994837731,5.684967041015625,159
95b0c156-cc81-4a20-9013-a2cf72b02e9a,2025-11-11T00:19:01.890548,16,Qwen/Qwen1.5-0.5B,NVIDIA GeForce RTX 3090,7,3.0,0.0,0.003373198405397071,0.013308445612589518,0.005951779601164162,0.0,0.05438232421875,0.036022090626334005,6.070071458816528,167
29c25bfb-4517-42fe-907e-f06ee944a6db,2025-11-11T00:19:02.213700,2,Qwen/Qwen1.5-0.5B,NVIDIA GeForce RTX 3090,6,0.0,0.0,0.0,0.0,0.0,0.0,0.2537262439727783,0.03515363500473347,6.862609624862671,188
f22b385a-e308-4836-9440-11d150ff42bc,2025-11-11T00:19:04.516954,14,Qwen/Qwen1.5-0.5B,NVIDIA GeForce RTX 3090,1137,3.0,0.0,0.003373198405397071,0.013308445612589518,0.005951779601164162,0.0,0.09666800498962402,0.03162487666972362,8.761884212493896,274
404cccdc-b8b8-455e-8f25-e84d8e9904eb,2025-11-11T00:19:05.519029,90,Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 3090,21,19.0,5.0,0.10199305745153864,0.34344391028086346,0.20998467598110437,0.0,2.877800941467285,0.28294578720541563,7.687879323959351,17
64a190ad-8575-4595-aa4e-8126e4f8496a,2025-11-11T00:19:05.719330,74,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,2133,11.0,4.0,0.04571367107669144,0.0,0.22252314095385373,0.0,1.345473289489746,0.28954636057217914,8.294585943222046,24
e4456e2d-e592-402b-8ec2-207a2c86b643,2025-11-11T00:19:06.675893,4,Qwen/Qwen1.5-0.5B,NVIDIA GeForce RTX 3090,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0752255916595459,0.029213280665213955,11.147058963775635,379
fa28ef3b-0ae8-48dd-baea-541d6b2c4c82,2025-11-11T00:19:06.751545,32,Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 3090,13,3.0,6.0,0.04282538320527318,0.24914002418518066,0.23323886500050625,0.0,0.4350106716156006,0.274192214012146,10.305930376052856,36
eea57f9b-71ef-432b-9e74-d2c97030e3c3,2025-11-11T00:19:09.821908,47,Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 3090,22,3.0,6.0,0.04282538320527318,0.24914002418518066,0.23323886500050625,0.0,1.3520503044128418,0.28532615522058996,13.050422668457031,41
868f57f2-2930-4cfa-bd3d-79705d51db9b,2025-11-11T00:19:10.845939,129,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,11,21.0,11.0,0.10110788426374095,1.288947629928589,0.283788861008361,0.0,8.204581499099731,0.30836397409439087,11.904949188232422,12
d18eb0e4-8bc0-43a6-81be-92bd31ff46ea,2025-11-11T00:19:12.656666,19,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,10,2.0,0.0,0.0006453694740238269,0.019237041473388672,0.011988531149524664,0.0,0.05519366264343262,0.19162236410996009,16.72633934020996,87
b7cdd847-ca54-45a6-a9b1-ad2143dcad21,2025-11-11T00:19:14.040570,106,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,20,11.0,10.0,0.0731418737227062,0.0,0.26748300855979323,0.0,3.5264892578125,0.3139079411824544,15.768898963928223,39
c597fab1-6c49-4103-babd-a108d046baf5,2025-11-11T00:19:15.074400,117,Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 3090,18,25.0,13.0,0.12215765045438587,1.2013124227523804,0.24234584542656584,0.0,5.451441526412964,0.30587126149071586,16.462806940078735,36
4dfbfacd-091c-43c9-a917-ac6294a0634d,2025-11-11T00:19:15.315047,65,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,12,10.0,0.0,0.01817790685167253,0.09514260292053223,0.025881366888751034,0.0,1.1086513996124268,0.3086398168043657,18.08384132385254,55
925851e8-b9c6-42ab-91ad-3d5d70b3fd79,2025-11-11T00:19:15.317526,78,Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 3090,3447,11.0,4.0,0.04571367107669144,0.0,0.22252314095385373,0.0,1.665766716003418,0.31496165780460134,17.728811264038086,51
